"","name","tourism","website","addr.city","place","lat","lon"
"267","Camping-Club Schweriner See","camp_site","http://www.camping-gross-koeris.de",NA,"Brandenburg",52.1563739,13.6186987
"268","Ferienpark Üdersee","camp_site","http://www.uedersee.de/",NA,"Brandenburg",52.8571224,13.6604807
"269","Jugendzeltplatz","camp_site",NA,NA,"Brandenburg",52.2775385,14.4961812
"270","Gruppenzeltplatz","camp_site",NA,NA,"Brandenburg",52.2771572,14.4993676
"271","Biwakplatz Fegefeuer","camp_site",NA,NA,"Brandenburg",53.2096953,13.3444544
"272","Zeltplatz","camp_site",NA,NA,"Brandenburg",53.170499,13.3889553
"273","Biwakplatz Küstrinchen","camp_site",NA,NA,"Brandenburg",53.2216507,13.3772633
"274","Gleuensee","camp_site","www.naturcamp-templin.de/gleuensee","Klosterwalde","Brandenburg",53.1540926,13.5444256
"275",NA,"camp_site",NA,NA,"Brandenburg",52.0910887,14.2009862
"276","Zeltplatz Stendenitz","camp_site",NA,NA,"Brandenburg",53.0067261,12.8202754
"277","Wasserwanderrastplatz Briescht","camp_site",NA,NA,"Brandenburg",52.105579,14.1205359
"278","Camping im Spree-Park","camp_site","http://www.spreepark-beeskow.de/","Beeskow","Brandenburg",52.1638532,14.2401852
"279","Wasserwanderrastplatz Spreewaldhof","camp_site","http://spreewaldhof-leipe.de",NA,"Brandenburg",51.8574123,14.0388744
"280","Campingplatz","camp_site",NA,NA,"Brandenburg",52.2313665,14.4227306
"281","Buhnenhaus","camp_site",NA,NA,"Brandenburg",52.3863213,12.4963542
"282","Camping","camp_site",NA,NA,"Brandenburg",52.0042184,14.6945132
"283","Campingplatz am Liepnitzsee","camp_site",NA,"Wandlitz","Brandenburg",52.7543429,13.5184854
"284",NA,"camp_site",NA,NA,"Brandenburg",52.3318529,12.9346269
"285","Campingplatz ""Großer Treppelsee""","camp_site","http://www.campingplatz-treppelsee.de/",NA,"Brandenburg",52.1366855,14.4576687
"286","Am Rottstielfließ","camp_site","www.camping-rheinsberg-neuruppin.de",NA,"Brandenburg",53.0184492,12.8131045
"287","Wasserwanderrastplatz Wolzig","camp_site",NA,NA,"Brandenburg",52.2722873,13.8247856
"288",NA,"camp_site",NA,NA,"Brandenburg",52.7587861,13.2347652
"289","Zeltplatz","camp_site","http://www.oder-kanuverleih.de/",NA,"Brandenburg",52.2649793,14.5777994
"290","Ferch","camp_site",NA,NA,"Brandenburg",52.3147934,12.9447437
"291","Campingfreunde Chossewitz e.V.","camp_site","www.campingfreunde-chossewitz.de",NA,"Brandenburg",52.0902049,14.4267843
"292","Birkenwäldchen","camp_site",NA,NA,"Brandenburg",52.0648738,14.1989983
"293","Waldsieversdorf","camp_site",NA,NA,"Brandenburg",52.5448519,14.08426
"294","Am Motzener See","camp_site",NA,NA,"Brandenburg",52.2099679,13.5671448
"295",NA,"camp_site",NA,NA,"Brandenburg",52.3602919,12.9167904
"296","Triangel Tours Camping","camp_site",NA,NA,"Brandenburg",52.8407335,13.8999216
"297","Zeltplatz Hinzdorf","camp_site",NA,NA,"Brandenburg",52.9605861,11.8210739
"298","Camping Hoher Fläming","camp_site","http://www.fläming-camping.de/","Rabenstein/Fläming","Brandenburg",52.0495837,12.6215058
"299","Campingplatz Waldbad Bornsdorf und Waldrestaurant","camp_site","http://www.camping-bornsdorf.wg.am/",NA,"Brandenburg",51.7817566,13.7095113
"300","Camping Marina Alter Hafen","camp_site",NA,"Zehdenick","Brandenburg",53.0318057,13.3117183
"301","Camping Alter Hafen","camp_site","http://www.gasthaus-alter-hafen.de/Camping.html","Zehdenick","Brandenburg",53.0328652,13.3119077
"302","Camping Himmelpfort","camp_site","www.camping-himmelpfort.de","Himmelpfort","Brandenburg",53.1677998,13.2348536
"303","Campingplatz am Ruppiner See","camp_site",NA,NA,"Brandenburg",52.8498753,12.8610527
"304","Zum Roten Milan","camp_site",NA,NA,"Brandenburg",52.8496745,12.8620398
"305",NA,"camp_site",NA,NA,"Brandenburg",53.1660663,12.8740695
"306","Camping-Krüger","camp_site","http://www.pension-camping-wiesenau.de/",NA,"Brandenburg",52.2303958,14.5936083
"307","Strandbad Lehnin","camp_site",NA,NA,"Brandenburg",52.3304564,12.7451973
"308","Ferienpark Dresden (Kroppen)","camp_site",NA,NA,"Brandenburg",51.3728974,13.7795245
"309","Wallapoint.de Camp","camp_site",NA,NA,"Brandenburg",53.0070678,13.3218997
"310","Knattercamping","camp_site","http://www.knattercamping.de/",NA,"Brandenburg",52.9304153,12.4483895
"311","Oderbruch Camp-Zechin","camp_site","http://www.oderbruchcamp-zechin.de","Zechin","Brandenburg",52.6056985,14.4547808
"312","Campingplatz am Westufer des Scharmützelsee","camp_site","http://www.camping-bad-saarow.de/","Bad Saarow","Brandenburg",52.257186,14.0480794
"313","Campingplatz Pinnower See","camp_site","http://www.campingplatz-lausitz.de/",NA,"Brandenburg",51.9642823,14.5319976
"314","Wasserwanderplatz Hangelsberg","camp_site",NA,NA,"Brandenburg",52.3958488,13.9179593
"315","Wasserwanderrastplatz Petkamsberg","camp_site",NA,NA,"Brandenburg",52.0061933,13.8753187
"316","Ruderclub Fürstenwalde","camp_site",NA,"Fürstenwalde/Spree","Brandenburg",52.3615644,14.0545778
"317","Großer Rehwinkel","camp_site",NA,NA,"Brandenburg",53.0156811,12.8269115
"318","Campingplatz Tornow","camp_site",NA,NA,"Brandenburg",53.019055,12.8214921
"319","Wasserwanderplatz Kossenblatt","camp_site",NA,NA,"Brandenburg",52.1108224,14.0663481
"320","Schorfheide Camp","camp_site","http://www.schorfheide-camp.de/",NA,"Brandenburg",53.0492436,13.5330102
"321","Camping Niewisch","camp_site","http://www.camping-niewisch.de/",NA,"Brandenburg",52.0782028,14.2286752
"322","camping only for bikers","camp_site",NA,NA,"Brandenburg",52.8198823,13.5816168
"323","camping for all","camp_site",NA,NA,"Brandenburg",52.8198629,13.583843
"324","Familiencamping Ruhlesee","camp_site","http://www.wake-and-camp.de","Marienwerder/OT Ruhlsdorf","Brandenburg",52.8192828,13.5771748
"325","Biwakplatz Milow","camp_site",NA,NA,"Brandenburg",52.5232577,12.3088696
"326","Campingplatz Flachsberg","camp_site",NA,NA,"Brandenburg",52.5012508,12.6641137
"327","Forsthaus an der Spree","camp_site",NA,NA,"Brandenburg",52.3045041,14.2258084
"328","Bikers Inn","camp_site",NA,NA,"Brandenburg",52.4240649,14.5407192
"329","Camping Site - Fischereihof Schneider","camp_site",NA,NA,"Brandenburg",52.5843498,14.6125147
"330","Naturerlebnishof Uferloos","camp_site",NA,NA,"Brandenburg",52.6771584,14.4359476
"331",NA,"camp_site",NA,NA,"Brandenburg",52.9455491,13.7880526
"332","Schönmacher Camping","camp_site","www.schoenmacher-camping.de",NA,"Brandenburg",52.8110708,13.5014207
"333","Wasserwanderraststation Mühlberg/Elbe","camp_site","http://www.wwrs-marina-muehlberg.de","Mühlberg/Elbe","Brandenburg",51.4339278,13.2093286
"334","Wassersportzentrum PCK Schwedt","camp_site",NA,NA,"Brandenburg",53.0571394,14.2983073
"335","Wasserwanderrastplatz Wasserburg","camp_site",NA,NA,"Brandenburg",52.061646,13.8517153
"336","Wasserwanderrastplatz Schlepzig","camp_site",NA,NA,"Brandenburg",52.0286265,13.8866463
"337","Wasserwanderrastplatz Lübbenau","camp_site",NA,NA,"Brandenburg",51.8709196,13.9768588
"338","Campingplatz am Großen Wentowsee","camp_site",NA,NA,"Brandenburg",53.0609743,13.271912
"339","Spreecamp Bagenz, Rezeption","camp_site",NA,NA,"Brandenburg",51.6448477,14.4148475
"340",NA,"camp_site",NA,NA,"Brandenburg",52.2122841,13.1954495
"341","Oderbruch-Camping","camp_site",NA,"Oderaue","Brandenburg",52.7925122,14.1558348
"342","Gasthof zum Hafen","camp_site",NA,NA,"Brandenburg",52.674118,14.4420904
"343","Marina Oderberg","camp_site","http://www.marina-oderberg.de/",NA,"Brandenburg",52.8638091,14.070615
"344","Kleine Hofwirtschaft","camp_site",NA,NA,"Brandenburg",53.0904255,13.6021912
"345","Gästehaus Ahlimbsmühle","camp_site",NA,NA,"Brandenburg",53.0736594,13.6215579
"346","Jugendcamp","camp_site","http://www.hosena.de/index.php/jugendcamp",NA,"Brandenburg",51.4596395,14.0196681
"347","Platz für Zelte/Wasserwandern. Anmeldung/Duschen:Ploch-Camping","camp_site",NA,NA,"Brandenburg",52.0599631,13.8907521
"348",NA,"camp_site",NA,NA,"Bremen",53.2197787,8.4964577
"349","Freizeitcamp Neuwerk","camp_site","www.neuwerkfreizeitcamp.de",NA,"Hamburg",53.9214005,8.5010416
"350",NA,"camp_site",NA,NA,"Hessen",50.1980379,8.4365887
"351","Freienfelser Ritterspiele","camp_site","http://www.ritterspiele-freienfels.de/",NA,"Hessen",50.457491,8.2921922
"352","Steinwand","camp_site","http://gasthaus-zursteinwand.npage.de/zelten.html",NA,"Hessen",50.5242366,9.8652223
"353","Lahntours-Campingplatz Runkel","camp_site","http://www.lahntours.de/lahn_campingplatz_runkel.html","Runkel/Lahn","Hessen",50.4066154,8.1511815
"354","Campingplatz Werratal Heringen","camp_site","http://www.werratalcamping.de/","Heringen","Hessen",50.8841316,10.0210439
"355","Meisengrund","camp_site",NA,NA,"Hessen",49.6069242,8.9662616
"356","V+E-WOMO Stellplatz Kaufungen","camp_site",NA,NA,"Hessen",51.2859115,9.6193729
"357","Camping- & Ferienpark Teichmann","camp_site","http://www.camping-teichmann.de/","Vöhl","Hessen",51.1747564,8.8906253
"358",NA,"camp_site",NA,NA,"Hessen",51.3559851,9.386277
"359","Stellplatz Braach","camp_site",NA,NA,"Hessen",51.0040616,9.69506
"360","Campingplatz Meinhardsee","camp_site",NA,NA,"Hessen",51.2039752,10.0478023
"361","Campingplatz Wartried","camp_site",NA,NA,"Hessen",51.1502511,10.1730789
"362","Meerbornsheide","camp_site",NA,NA,"Hessen",50.7317667,8.2630243
"363","Campingplatz Alte Mühle","camp_site",NA,NA,"Hessen",51.0256582,9.5791128
"364","Ferienanlage Erzeberg","camp_site","http://www.erzeberg.de","Bad Emstal-Balhorn","Hessen",51.2694856,9.2530036
"365","Naturfreundehaus Lampertheim","camp_site",NA,"Lampertheim","Hessen",49.5800089,8.4914549
"366","Campingplatz Schwimmbad-Café Beiseförth","camp_site",NA,"Malsfeld","Hessen",51.0782854,9.5484899
"367","Campingplatz Hopfenmühle","camp_site","http://www.camping-sinntal.de","Sinntal","Hessen",50.3067471,9.6625399
"368","Campingplatz Birkenhain","camp_site","http://www.campingplatz-birkenhain.de/","Heubach","Hessen",50.3812687,9.7138881
"369","Hofcafé Pletschmühle","camp_site","http://www.pletschmuehle.eu/",NA,"Hessen",50.6728878,9.6087889
"370","Camping Lochmühle","camp_site",NA,NA,"Hessen",50.4844074,8.051088
"371","Jugendzeltplatz","camp_site",NA,NA,"Hessen",49.5695726,9.0738664
"372","Jugendzeltplatz","camp_site",NA,NA,"Hessen",51.3580247,8.7226083
"373","Campingplatz ""Seehof Knust""","camp_site",NA,NA,"Hessen",51.3726563,8.7050118
"374","Jugendzeltplatz","camp_site",NA,NA,"Hessen",50.4802586,8.2649217
"375","Camping Zur Fähre","camp_site",NA,NA,"Hessen",51.1819321,9.0139135
"376","Campingplatz Mademühlen","camp_site",NA,NA,"Hessen",50.6142294,8.141922
"377",NA,"camp_site",NA,NA,"Hessen",50.8320781,8.5074739
"378",NA,"camp_site",NA,NA,"Hessen",51.5927197,9.5890908
"379","Campingplatz Jesberg","camp_site",NA,NA,"Hessen",50.9962425,9.132515
"380","Campingplatz Conradi","camp_site",NA,NA,"Hessen",51.5724027,9.4246895
"381","Haus der Jugend","camp_site","http://www.hdj-reichenbach.de/","Hessisch Lichtenau","Hessen",51.150952,9.7917156
"382",NA,"camp_site",NA,NA,"Hessen",51.1395262,9.8681235
"383",NA,"camp_site",NA,NA,"Hessen",51.1394387,9.8683703
"384",NA,"camp_site",NA,NA,"Hessen",51.3222125,9.9107013
"385","Zeltplatz der Gemeinde Biebesheim","camp_site",NA,NA,"Hessen",49.7679673,8.4370224
"386","Privater Campingplatz","camp_site",NA,NA,"Hessen",49.7679327,8.4337715
